,País,Apellido,y,c
495,Bolivia,Rojas,0.2210526315789474,Bolivia
496,Chile,Rojas,0.24705882352941178,Chile
494,Argentina,Rojas,0.06885245901639345,Argentina
507,Paraguay,Rojas,0.20792079207920794,Paraguay
511,Uruguay,Rojas,0.0,Uruguay
499,Cuba,Rojas,0.08750000000000001,Cuba
510,República Dominicana,Rojas,0.05555555555555555,Dominicana
509,Puerto Rico,Rojas,0.0,Puerto Rico
1321,México,Roldan,0.0,Mexico
1319,Guatemala,Roldan,0.0,Guatemala
1318,El Salvador,Roldan,0.0,El Salvador
1320,Honduras,Roldan,0.0,Honduras
1322,Nicaragua,Roldan,0.0,Nicaragua
1315,Costa Rica,Roldan,0.0,Costa Rica
1323,Panamá,Roldan,0.0,Panama
1314,Colombia,Roldan,0.0,Colombia
1329,Venezuela,Roldan,0.0,Venezuela
1317,Ecuador,Roldan,0.0,Ecuador
1325,Perú,Roldan,0.0,Peru
1312,Bolivia,Roldan,0.0,Bolivia
1313,Chile,Roldan,0.0,Chile
1311,Argentina,Roldan,0.036458333333333336,Argentina
1324,Paraguay,Roldan,0.0,Paraguay
1328,Uruguay,Roldan,0.0,Uruguay
1316,Cuba,Roldan,0.0,Cuba
1327,República Dominicana,Roldan,0.0,Dominicana
1326,Puerto Rico,Roldan,0.0,Puerto Rico
9548,México,Rolon,0.0,Mexico
9546,Guatemala,Rolon,0.0,Guatemala
9545,El Salvador,Rolon,0.0,El Salvador
9547,Honduras,Rolon,0.0,Honduras
9549,Nicaragua,Rolon,0.0,Nicaragua
9542,Costa Rica,Rolon,0.0,Costa Rica
9550,Panamá,Rolon,0.0,Panama
9541,Colombia,Rolon,0.0,Colombia
9556,Venezuela,Rolon,0.0,Venezuela
9544,Ecuador,Rolon,0.0,Ecuador
9552,Perú,Rolon,0.0,Peru
9539,Bolivia,Rolon,0.0,Bolivia
9540,Chile,Rolon,0.0,Chile
9538,Argentina,Rolon,0.0,Argentina
9551,Paraguay,Rolon,0.08936170212765958,Paraguay
9555,Uruguay,Rolon,0.0,Uruguay
9543,Cuba,Rolon,0.0,Cuba
9554,República Dominicana,Rolon,0.0,Dominicana
9553,Puerto Rico,Rolon,0.0,Puerto Rico
10042,México,Roman,0.0,Mexico
10040,Guatemala,Roman,0.0,Guatemala
10039,El Salvador,Roman,0.0,El Salvador
10041,Honduras,Roman,0.0,Honduras
10043,Nicaragua,Roman,0.0,Nicaragua
10036,Costa Rica,Roman,0.0,Costa Rica
10044,Panamá,Roman,0.0,Panama
10035,Colombia,Roman,0.0,Colombia
10050,Venezuela,Roman,0.0,Venezuela
10038,Ecuador,Roman,0.0,Ecuador
10046,Perú,Roman,0.0,Peru
10033,Bolivia,Roman,0.0,Bolivia
10034,Chile,Roman,0.0,Chile
10032,Argentina,Roman,0.0,Argentina
10045,Paraguay,Roman,0.052500000000000005,Paraguay
10049,Uruguay,Roman,0.0,Uruguay
10037,Cuba,Roman,0.0,Cuba
10048,República Dominicana,Roman,0.0,Dominicana
10047,Puerto Rico,Roman,0.08571428571428573,Puerto Rico
200,México,Romero,0.1076923076923077,Mexico
198,Guatemala,Romero,0.0,Guatemala
197,El Salvador,Romero,0.16030534351145037,El Salvador
199,Honduras,Romero,0.14383561643835616,Honduras
201,Nicaragua,Romero,0.10824742268041238,Nicaragua
194,Costa Rica,Romero,0.0,Costa Rica
202,Panamá,Romero,0.046153846153846156,Panama
193,Colombia,Romero,0.10994764397905761,Colombia
208,Venezuela,Romero,0.15328467153284672,Venezuela
196,Ecuador,Romero,0.09090909090909091,Ecuador
204,Perú,Romero,0.08467741935483872,Peru
191,Bolivia,Romero,0.0963302752293578,Bolivia
192,Chile,Romero,0.0634441087613293,Chile
190,Argentina,Romero,0.14583333333333334,Argentina
203,Paraguay,Romero,0.15217391304347827,Paraguay
207,Uruguay,Romero,0.06521739130434782,Uruguay
195,Cuba,Romero,0.07835820895522388,Cuba
206,República Dominicana,Romero,0.05817174515235458,Dominicana
205,Puerto Rico,Romero,0.0,Puerto Rico
12094,México,Rondon,0.0,Mexico
12092,Guatemala,Rondon,0.0,Guatemala
12091,El Salvador,Rondon,0.0,El Salvador
12093,Honduras,Rondon,0.0,Honduras
12095,Nicaragua,Rondon,0.0,Nicaragua
12088,Costa Rica,Rondon,0.0,Costa Rica
12096,Panamá,Rondon,0.0,Panama
12087,Colombia,Rondon,0.0,Colombia
12102,Venezuela,Rondon,0.07636363636363637,Venezuela
12090,Ecuador,Rondon,0.0,Ecuador
12098,Perú,Rondon,0.0,Peru
12085,Bolivia,Rondon,0.0,Bolivia
12086,Chile,Rondon,0.0,Chile
12084,Argentina,Rondon,0.0,Argentina
12097,Paraguay,Rondon,0.0,Paraguay
12101,Uruguay,Rondon,0.0,Uruguay
12089,Cuba,Rondon,0.0,Cuba
12100,República Dominicana,Rondon,0.0,Dominicana
12099,Puerto Rico,Rondon,0.0,Puerto Rico
10327,México,Rosa,0.0,Mexico
10325,Guatemala,Rosa,0.0,Guatemala
10324,El Salvador,Rosa,0.0,El Salvador
10326,Honduras,Rosa,0.0,Honduras
10328,Nicaragua,Rosa,0.0,Nicaragua
10321,Costa Rica,Rosa,0.0,Costa Rica
10329,Panamá,Rosa,0.0,Panama
10320,Colombia,Rosa,0.0,Colombia
10335,Venezuela,Rosa,0.0,Venezuela
10323,Ecuador,Rosa,0.0,Ecuador
10331,Perú,Rosa,0.0,Peru
10318,Bolivia,Rosa,0.0,Bolivia
10319,Chile,Rosa,0.0,Chile
10317,Argentina,Rosa,0.0,Argentina
10330,Paraguay,Rosa,0.0,Paraguay
10334,Uruguay,Rosa,0.0,Uruguay
10322,Cuba,Rosa,0.0,Cuba
10333,República Dominicana,Rosa,0.0,Dominicana
10332,Puerto Rico,Rosa,0.20192307692307696,Puerto Rico
10441,México,Rosado,0.0,Mexico
10439,Guatemala,Rosado,0.0,Guatemala
10438,El Salvador,Rosado,0.0,El Salvador
10440,Honduras,Rosado,0.0,Honduras
10442,Nicaragua,Rosado,0.0,Nicaragua
10435,Costa Rica,Rosado,0.0,Costa Rica
10443,Panamá,Rosado,0.0,Panama
10434,Colombia,Rosado,0.0,Colombia
10449,Venezuela,Rosado,0.0,Venezuela
10437,Ecuador,Rosado,0.0,Ecuador
10445,Perú,Rosado,0.0,Peru
10432,Bolivia,Rosado,0.0,Bolivia
10433,Chile,Rosado,0.0,Chile
10431,Argentina,Rosado,0.0,Argentina
10444,Paraguay,Rosado,0.0,Paraguay
10448,Uruguay,Rosado,0.0,Uruguay
10436,Cuba,Rosado,0.0,Cuba
10447,República Dominicana,Rosado,0.0,Dominicana
10446,Puerto Rico,Rosado,0.15671641791044777,Puerto Rico
5900,México,Rosales,0.04038461538461539,Mexico
5898,Guatemala,Rosales,0.05172413793103449,Guatemala
5897,El Salvador,Rosales,0.08171206225680934,El Salvador
5899,Honduras,Rosales,0.06603773584905662,Honduras
5901,Nicaragua,Rosales,0.050724637681159424,Nicaragua
5894,Costa Rica,Rosales,0.0,Costa Rica
5902,Panamá,Rosales,0.0,Panama
5893,Colombia,Rosales,0.0,Colombia
5908,Venezuela,Rosales,0.0,Venezuela
5896,Ecuador,Rosales,0.0,Ecuador
5904,Perú,Rosales,0.0,Peru
5891,Bolivia,Rosales,0.0,Bolivia
5892,Chile,Rosales,0.0,Chile
5890,Argentina,Rosales,0.0,Argentina
5903,Paraguay,Rosales,0.0,Paraguay
5907,Uruguay,Rosales,0.0,Uruguay
5895,Cuba,Rosales,0.03626943005181347,Cuba
5906,República Dominicana,Rosales,0.0,Dominicana
5905,Puerto Rico,Rosales,0.0,Puerto Rico
8237,México,Rosas,0.04585152838427948,Mexico
8235,Guatemala,Rosas,0.0,Guatemala
8234,El Salvador,Rosas,0.0,El Salvador
8236,Honduras,Rosas,0.0,Honduras
8238,Nicaragua,Rosas,0.0,Nicaragua
8231,Costa Rica,Rosas,0.0,Costa Rica
8239,Panamá,Rosas,0.0,Panama
8230,Colombia,Rosas,0.0,Colombia
8245,Venezuela,Rosas,0.0,Venezuela
8233,Ecuador,Rosas,0.0,Ecuador
8241,Perú,Rosas,0.0,Peru
8228,Bolivia,Rosas,0.0,Bolivia
8229,Chile,Rosas,0.0,Chile
8227,Argentina,Rosas,0.0,Argentina
8240,Paraguay,Rosas,0.0,Paraguay
8244,Uruguay,Rosas,0.0,Uruguay
8232,Cuba,Rosas,0.0,Cuba
8243,República Dominicana,Rosas,0.0,Dominicana
8242,Puerto Rico,Rosas,0.0,Puerto Rico
6432,México,Rosero,0.0,Mexico
6430,Guatemala,Rosero,0.0,Guatemala
6429,El Salvador,Rosero,0.0,El Salvador
6431,Honduras,Rosero,0.0,Honduras
6433,Nicaragua,Rosero,0.0,Nicaragua
6426,Costa Rica,Rosero,0.0,Costa Rica
6434,Panamá,Rosero,0.0,Panama
6425,Colombia,Rosero,0.0,Colombia
6440,Venezuela,Rosero,0.0,Venezuela
6428,Ecuador,Rosero,0.03052325581395349,Ecuador
6436,Perú,Rosero,0.0,Peru
6423,Bolivia,Rosero,0.0,Bolivia
6424,Chile,Rosero,0.0,Chile
6422,Argentina,Rosero,0.0,Argentina
6435,Paraguay,Rosero,0.0,Paraguay
6439,Uruguay,Rosero,0.0,Uruguay
6427,Cuba,Rosero,0.0,Cuba
6438,República Dominicana,Rosero,0.0,Dominicana
6437,Puerto Rico,Rosero,0.0,Puerto Rico
11505,México,Rosário,0.0,Mexico
11503,Guatemala,Rosário,0.0,Guatemala
11502,El Salvador,Rosário,0.0,El Salvador
11504,Honduras,Rosário,0.0,Honduras
11506,Nicaragua,Rosário,0.0,Nicaragua
11499,Costa Rica,Rosário,0.0,Costa Rica
11507,Panamá,Rosário,0.0,Panama
11498,Colombia,Rosário,0.0,Colombia
11513,Venezuela,Rosário,0.0,Venezuela
11501,Ecuador,Rosário,0.0,Ecuador
11509,Perú,Rosário,0.0,Peru
11496,Bolivia,Rosário,0.0,Bolivia
11497,Chile,Rosário,0.0,Chile
11495,Argentina,Rosário,0.0,Argentina
11508,Paraguay,Rosário,0.0,Paraguay
11512,Uruguay,Rosário,0.0,Uruguay
11500,Cuba,Rosário,0.0,Cuba
11511,República Dominicana,Rosário,0.03962264150943397,Dominicana
11510,Puerto Rico,Rosário,0.0,Puerto Rico
8731,México,Rugama,0.0,Mexico
8729,Guatemala,Rugama,0.0,Guatemala
8728,El Salvador,Rugama,0.0,El Salvador
8730,Honduras,Rugama,0.0,Honduras
8732,Nicaragua,Rugama,0.05614973262032086,Nicaragua
8725,Costa Rica,Rugama,0.0,Costa Rica
8733,Panamá,Rugama,0.0,Panama
8724,Colombia,Rugama,0.0,Colombia
8739,Venezuela,Rugama,0.0,Venezuela
8727,Ecuador,Rugama,0.0,Ecuador
8735,Perú,Rugama,0.0,Peru
8722,Bolivia,Rugama,0.0,Bolivia
8723,Chile,Rugama,0.0,Chile
8721,Argentina,Rugama,0.0,Argentina
8734,Paraguay,Rugama,0.0,Paraguay
8738,Uruguay,Rugama,0.0,Uruguay
8726,Cuba,Rugama,0.0,Cuba
8737,República Dominicana,Rugama,0.0,Dominicana
8736,Puerto Rico,Rugama,0.0,Puerto Rico
276,México,Ruiz,0.13636363636363638,Mexico
274,Guatemala,Ruiz,0.06862745098039216,Guatemala
273,El Salvador,Ruiz,0.06382978723404256,El Salvador
275,Honduras,Ruiz,0.06422018348623854,Honduras
277,Nicaragua,Ruiz,0.21649484536082475,Nicaragua
270,Costa Rica,Ruiz,0.09502262443438915,Costa Rica
278,Panamá,Ruiz,0.09375,Panama
269,Colombia,Ruiz,0.11797752808988764,Colombia
284,Venezuela,Ruiz,0.08786610878661087,Venezuela
272,Ecuador,Ruiz,0.073943661971831,Ecuador
280,Perú,Ruiz,0.10096153846153848,Peru
267,Bolivia,Ruiz,0.05691056910569106,Bolivia
268,Chile,Ruiz,0.052500000000000005,Chile
266,Argentina,Ruiz,0.09210526315789473,Argentina
279,Paraguay,Ruiz,0.1826086956521739,Paraguay
283,Uruguay,Ruiz,0.03620689655172414,Uruguay
271,Cuba,Ruiz,0.1065989847715736,Cuba
282,República Dominicana,Ruiz,0.06268656716417911,Dominicana
281,Puerto Rico,Ruiz,0.1153846153846154,Puerto Rico
2632,México,Saavedra,0.0,Mexico
2630,Guatemala,Saavedra,0.0,Guatemala
2629,El Salvador,Saavedra,0.0,El Salvador
2631,Honduras,Saavedra,0.0,Honduras
2633,Nicaragua,Saavedra,0.0,Nicaragua
2626,Costa Rica,Saavedra,0.0,Costa Rica
2634,Panamá,Saavedra,0.0,Panama
2625,Colombia,Saavedra,0.0,Colombia
2640,Venezuela,Saavedra,0.0,Venezuela
2628,Ecuador,Saavedra,0.0,Ecuador
2636,Perú,Saavedra,0.04656319290465632,Peru
2623,Bolivia,Saavedra,0.054263565891472874,Bolivia
2624,Chile,Saavedra,0.06382978723404256,Chile
2622,Argentina,Saavedra,0.0,Argentina
2635,Paraguay,Saavedra,0.0,Paraguay
2639,Uruguay,Saavedra,0.0,Uruguay
2627,Cuba,Saavedra,0.0,Cuba
2638,República Dominicana,Saavedra,0.0,Dominicana
2637,Puerto Rico,Saavedra,0.0,Puerto Rico
3734,México,Saez,0.0,Mexico
3732,Guatemala,Saez,0.0,Guatemala
3731,El Salvador,Saez,0.0,El Salvador
3733,Honduras,Saez,0.0,Honduras
3735,Nicaragua,Saez,0.0,Nicaragua
3728,Costa Rica,Saez,0.0,Costa Rica
3736,Panamá,Saez,0.0,Panama
3727,Colombia,Saez,0.0,Colombia
3742,Venezuela,Saez,0.0,Venezuela
3730,Ecuador,Saez,0.0,Ecuador
3738,Perú,Saez,0.0,Peru
3725,Bolivia,Saez,0.0,Bolivia
3726,Chile,Saez,0.047191011235955066,Chile
3724,Argentina,Saez,0.0,Argentina
3737,Paraguay,Saez,0.0,Paraguay
3741,Uruguay,Saez,0.0,Uruguay
3729,Cuba,Saez,0.0,Cuba
3740,República Dominicana,Saez,0.0,Dominicana
3739,Puerto Rico,Saez,0.0,Puerto Rico
4741,México,Salas,0.03414634146341464,Mexico
4739,Guatemala,Salas,0.0,Guatemala
4738,El Salvador,Salas,0.0,El Salvador
4740,Honduras,Salas,0.0,Honduras
4742,Nicaragua,Salas,0.0,Nicaragua
4735,Costa Rica,Salas,0.13375796178343952,Costa Rica
4743,Panamá,Salas,0.0,Panama
4734,Colombia,Salas,0.0,Colombia
4749,Venezuela,Salas,0.049180327868852465,Venezuela
4737,Ecuador,Salas,0.0,Ecuador
4745,Perú,Salas,0.04216867469879518,Peru
4732,Bolivia,Salas,0.0,Bolivia
4733,Chile,Salas,0.0,Chile
4731,Argentina,Salas,0.0,Argentina
4744,Paraguay,Salas,0.0,Paraguay
4748,Uruguay,Salas,0.0,Uruguay
4736,Cuba,Salas,0.0,Cuba
4747,República Dominicana,Salas,0.0,Dominicana
4746,Puerto Rico,Salas,0.0,Puerto Rico
2385,México,Salazar,0.0707070707070707,Mexico
2383,Guatemala,Salazar,0.05185185185185185,Guatemala
2382,El Salvador,Salazar,0.05483028720626632,El Salvador
2384,Honduras,Salazar,0.0,Honduras
2386,Nicaragua,Salazar,0.0,Nicaragua
2379,Costa Rica,Salazar,0.1640625,Costa Rica
2387,Panamá,Salazar,0.04761904761904762,Panama
2378,Colombia,Salazar,0.07094594594594596,Colombia
2393,Venezuela,Salazar,0.11797752808988764,Venezuela
2381,Ecuador,Salazar,0.08467741935483872,Ecuador
2389,Perú,Salazar,0.0736842105263158,Peru
2376,Bolivia,Salazar,0.06976744186046512,Bolivia
2377,Chile,Salazar,0.06666666666666667,Chile
2375,Argentina,Salazar,0.0,Argentina
2388,Paraguay,Salazar,0.0,Paraguay
2392,Uruguay,Salazar,0.0,Uruguay
2380,Cuba,Salazar,0.0,Cuba
2391,República Dominicana,Salazar,0.0,Dominicana
2390,Puerto Rico,Salazar,0.0,Puerto Rico
9206,México,Saldaña,0.0,Mexico
9204,Guatemala,Saldaña,0.0,Guatemala
9203,El Salvador,Saldaña,0.0,El Salvador
9205,Honduras,Saldaña,0.0,Honduras
9207,Nicaragua,Saldaña,0.0,Nicaragua
9200,Costa Rica,Saldaña,0.0,Costa Rica
9208,Panamá,Saldaña,0.04783599088838269,Panama
9199,Colombia,Saldaña,0.0,Colombia
9214,Venezuela,Saldaña,0.0,Venezuela
9202,Ecuador,Saldaña,0.0,Ecuador
9210,Perú,Saldaña,0.0,Peru
9197,Bolivia,Saldaña,0.0,Bolivia
9198,Chile,Saldaña,0.0,Chile
9196,Argentina,Saldaña,0.0,Argentina
9209,Paraguay,Saldaña,0.0,Paraguay
9213,Uruguay,Saldaña,0.0,Uruguay
9201,Cuba,Saldaña,0.0,Cuba
9212,República Dominicana,Saldaña,0.0,Dominicana
9211,Puerto Rico,Saldaña,0.0,Puerto Rico
7895,México,Salgado,0.0,Mexico
7893,Guatemala,Salgado,0.0,Guatemala
7892,El Salvador,Salgado,0.0,El Salvador
7894,Honduras,Salgado,0.06774193548387097,Honduras
7896,Nicaragua,Salgado,0.06542056074766356,Nicaragua
7889,Costa Rica,Salgado,0.0,Costa Rica
7897,Panamá,Salgado,0.0,Panama
7888,Colombia,Salgado,0.0,Colombia
7903,Venezuela,Salgado,0.0,Venezuela
7891,Ecuador,Salgado,0.0,Ecuador
7899,Perú,Salgado,0.0,Peru
7886,Bolivia,Salgado,0.0,Bolivia
7887,Chile,Salgado,0.0,Chile
7885,Argentina,Salgado,0.0,Argentina
7898,Paraguay,Salgado,0.0,Paraguay
7902,Uruguay,Salgado,0.0,Uruguay
7890,Cuba,Salgado,0.0,Cuba
7901,República Dominicana,Salgado,0.0,Dominicana
7900,Puerto Rico,Salgado,0.0,Puerto Rico
3544,México,Salinas,0.0,Mexico
3542,Guatemala,Salinas,0.0,Guatemala
3541,El Salvador,Salinas,0.0,El Salvador
3543,Honduras,Salinas,0.0,Honduras
3545,Nicaragua,Salinas,0.0,Nicaragua
3538,Costa Rica,Salinas,0.0,Costa Rica
3546,Panamá,Salinas,0.0,Panama
3537,Colombia,Salinas,0.0,Colombia
3552,Venezuela,Salinas,0.0,Venezuela
3540,Ecuador,Salinas,0.0,Ecuador
3548,Perú,Salinas,0.0,Peru
3535,Bolivia,Salinas,0.0,Bolivia
3536,Chile,Salinas,0.05630026809651475,Chile
3534,Argentina,Salinas,0.0,Argentina
3547,Paraguay,Salinas,0.06930693069306931,Paraguay
3551,Uruguay,Salinas,0.0,Uruguay
3539,Cuba,Salinas,0.0,Cuba
3550,República Dominicana,Salinas,0.0,Dominicana
3549,Puerto Rico,Salinas,0.0,Puerto Rico
2594,México,Salvatierra,0.0,Mexico
2592,Guatemala,Salvatierra,0.0,Guatemala
2591,El Salvador,Salvatierra,0.0,El Salvador
2593,Honduras,Salvatierra,0.0,Honduras
2595,Nicaragua,Salvatierra,0.0,Nicaragua
2588,Costa Rica,Salvatierra,0.0,Costa Rica
2596,Panamá,Salvatierra,0.0,Panama
2587,Colombia,Salvatierra,0.0,Colombia
2602,Venezuela,Salvatierra,0.0,Venezuela
2590,Ecuador,Salvatierra,0.0,Ecuador
2598,Perú,Salvatierra,0.0,Peru
2585,Bolivia,Salvatierra,0.05722070844686648,Bolivia
2586,Chile,Salvatierra,0.0,Chile
2584,Argentina,Salvatierra,0.0,Argentina
2597,Paraguay,Salvatierra,0.0,Paraguay
2601,Uruguay,Salvatierra,0.0,Uruguay
2589,Cuba,Salvatierra,0.0,Cuba
2600,República Dominicana,Salvatierra,0.0,Dominicana
2599,Puerto Rico,Salvatierra,0.0,Puerto Rico
9130,México,Samaniego,0.0,Mexico
9128,Guatemala,Samaniego,0.0,Guatemala
9127,El Salvador,Samaniego,0.0,El Salvador
9129,Honduras,Samaniego,0.0,Honduras
9131,Nicaragua,Samaniego,0.0,Nicaragua
9124,Costa Rica,Samaniego,0.0,Costa Rica
9132,Panamá,Samaniego,0.056,Panama
9123,Colombia,Samaniego,0.0,Colombia
9138,Venezuela,Samaniego,0.0,Venezuela
9126,Ecuador,Samaniego,0.0,Ecuador
9134,Perú,Samaniego,0.0,Peru
9121,Bolivia,Samaniego,0.0,Bolivia
9122,Chile,Samaniego,0.0,Chile
9120,Argentina,Samaniego,0.0,Argentina
9133,Paraguay,Samaniego,0.0,Paraguay
9137,Uruguay,Samaniego,0.0,Uruguay
9125,Cuba,Samaniego,0.0,Cuba
9136,República Dominicana,Samaniego,0.0,Dominicana
9135,Puerto Rico,Samaniego,0.0,Puerto Rico
7610,México,Samayoa,0.0,Mexico
7608,Guatemala,Samayoa,0.04242424242424243,Guatemala
7607,El Salvador,Samayoa,0.0,El Salvador
7609,Honduras,Samayoa,0.0,Honduras
7611,Nicaragua,Samayoa,0.0,Nicaragua
7604,Costa Rica,Samayoa,0.0,Costa Rica
7612,Panamá,Samayoa,0.0,Panama
7603,Colombia,Samayoa,0.0,Colombia
7618,Venezuela,Samayoa,0.0,Venezuela
7606,Ecuador,Samayoa,0.0,Ecuador
7614,Perú,Samayoa,0.0,Peru
7601,Bolivia,Samayoa,0.0,Bolivia
7602,Chile,Samayoa,0.0,Chile
7600,Argentina,Samayoa,0.0,Argentina
7613,Paraguay,Samayoa,0.0,Paraguay
7617,Uruguay,Samayoa,0.0,Uruguay
7605,Cuba,Samayoa,0.0,Cuba
7616,República Dominicana,Samayoa,0.0,Dominicana
7615,Puerto Rico,Samayoa,0.0,Puerto Rico
9187,México,Samudio,0.0,Mexico
9185,Guatemala,Samudio,0.0,Guatemala
9184,El Salvador,Samudio,0.0,El Salvador
9186,Honduras,Samudio,0.0,Honduras
9188,Nicaragua,Samudio,0.0,Nicaragua
9181,Costa Rica,Samudio,0.0,Costa Rica
9189,Panamá,Samudio,0.049881235154394306,Panama
9180,Colombia,Samudio,0.0,Colombia
9195,Venezuela,Samudio,0.0,Venezuela
9183,Ecuador,Samudio,0.0,Ecuador
9191,Perú,Samudio,0.0,Peru
9178,Bolivia,Samudio,0.0,Bolivia
9179,Chile,Samudio,0.0,Chile
9177,Argentina,Samudio,0.0,Argentina
9190,Paraguay,Samudio,0.0,Paraguay
9194,Uruguay,Samudio,0.0,Uruguay
9182,Cuba,Samudio,0.0,Cuba
9193,República Dominicana,Samudio,0.0,Dominicana
9192,Puerto Rico,Samudio,0.0,Puerto Rico
9510,México,Sanabria,0.0,Mexico
9508,Guatemala,Sanabria,0.0,Guatemala
9507,El Salvador,Sanabria,0.0,El Salvador
9509,Honduras,Sanabria,0.0,Honduras
9511,Nicaragua,Sanabria,0.0,Nicaragua
9504,Costa Rica,Sanabria,0.0,Costa Rica
9512,Panamá,Sanabria,0.0,Panama
9503,Colombia,Sanabria,0.0,Colombia
9518,Venezuela,Sanabria,0.0,Venezuela
9506,Ecuador,Sanabria,0.0,Ecuador
9514,Perú,Sanabria,0.0,Peru
9501,Bolivia,Sanabria,0.0,Bolivia
9502,Chile,Sanabria,0.0,Chile
9500,Argentina,Sanabria,0.0,Argentina
9513,Paraguay,Sanabria,0.10606060606060608,Paraguay
9517,Uruguay,Sanabria,0.0,Uruguay
9505,Cuba,Sanabria,0.0,Cuba
9516,República Dominicana,Sanabria,0.0,Dominicana
9515,Puerto Rico,Sanabria,0.1346153846153846,Puerto Rico
181,México,Sanchez,0.38181818181818183,Mexico
179,Guatemala,Sanchez,0.09375,Guatemala
178,El Salvador,Sanchez,0.23595505617977527,El Salvador
180,Honduras,Sanchez,0.295774647887324,Honduras
182,Nicaragua,Sanchez,0.2837837837837838,Nicaragua
175,Costa Rica,Sanchez,0.2916666666666667,Costa Rica
183,Panamá,Sanchez,0.375,Panama
174,Colombia,Sanchez,0.24705882352941178,Colombia
189,Venezuela,Sanchez,0.2530120481927711,Venezuela
177,Ecuador,Sanchez,0.25,Ecuador
185,Perú,Sanchez,0.20792079207920794,Peru
172,Bolivia,Sanchez,0.12352941176470589,Bolivia
173,Chile,Sanchez,0.10500000000000001,Chile
171,Argentina,Sanchez,0.1510791366906475,Argentina
184,Paraguay,Sanchez,0.13636363636363638,Paraguay
188,Uruguay,Sanchez,0.09333333333333334,Uruguay
176,Cuba,Sanchez,0.31343283582089554,Cuba
187,República Dominicana,Sanchez,0.2876712328767123,Dominicana
186,Puerto Rico,Sanchez,0.75,Puerto Rico
3297,México,Sandoval,0.048723897911832945,Mexico
3295,Guatemala,Sandoval,0.05289672544080605,Guatemala
3294,El Salvador,Sandoval,0.05882352941176471,El Salvador
3296,Honduras,Sandoval,0.0,Honduras
3298,Nicaragua,Sandoval,0.04941176470588235,Nicaragua
3291,Costa Rica,Sandoval,0.0,Costa Rica
3299,Panamá,Sandoval,0.0,Panama
3290,Colombia,Sandoval,0.0,Colombia
3305,Venezuela,Sandoval,0.0,Venezuela
3293,Ecuador,Sandoval,0.0,Ecuador
3301,Perú,Sandoval,0.045064377682403435,Peru
3288,Bolivia,Sandoval,0.0,Bolivia
3289,Chile,Sandoval,0.07342657342657342,Chile
3287,Argentina,Sandoval,0.0,Argentina
3300,Paraguay,Sandoval,0.0,Paraguay
3304,Uruguay,Sandoval,0.0,Uruguay
3292,Cuba,Sandoval,0.0,Cuba
3303,República Dominicana,Sandoval,0.0,Dominicana
3302,Puerto Rico,Sandoval,0.0,Puerto Rico
3677,México,Sanhueza,0.0,Mexico
3675,Guatemala,Sanhueza,0.0,Guatemala
3674,El Salvador,Sanhueza,0.0,El Salvador
3676,Honduras,Sanhueza,0.0,Honduras
3678,Nicaragua,Sanhueza,0.0,Nicaragua
3671,Costa Rica,Sanhueza,0.0,Costa Rica
3679,Panamá,Sanhueza,0.0,Panama
3670,Colombia,Sanhueza,0.0,Colombia
3685,Venezuela,Sanhueza,0.0,Venezuela
3673,Ecuador,Sanhueza,0.0,Ecuador
3681,Perú,Sanhueza,0.0,Peru
3668,Bolivia,Sanhueza,0.0,Bolivia
3669,Chile,Sanhueza,0.04783599088838269,Chile
3667,Argentina,Sanhueza,0.0,Argentina
3680,Paraguay,Sanhueza,0.0,Paraguay
3684,Uruguay,Sanhueza,0.0,Uruguay
3672,Cuba,Sanhueza,0.0,Cuba
3683,República Dominicana,Sanhueza,0.0,Dominicana
3682,Puerto Rico,Sanhueza,0.0,Puerto Rico
9225,México,Sanjur,0.0,Mexico
9223,Guatemala,Sanjur,0.0,Guatemala
9222,El Salvador,Sanjur,0.0,El Salvador
9224,Honduras,Sanjur,0.0,Honduras
9226,Nicaragua,Sanjur,0.0,Nicaragua
9219,Costa Rica,Sanjur,0.0,Costa Rica
9227,Panamá,Sanjur,0.04666666666666667,Panama
9218,Colombia,Sanjur,0.0,Colombia
9233,Venezuela,Sanjur,0.0,Venezuela
9221,Ecuador,Sanjur,0.0,Ecuador
9229,Perú,Sanjur,0.0,Peru
9216,Bolivia,Sanjur,0.0,Bolivia
9217,Chile,Sanjur,0.0,Chile
9215,Argentina,Sanjur,0.0,Argentina
9228,Paraguay,Sanjur,0.0,Paraguay
9232,Uruguay,Sanjur,0.0,Uruguay
9220,Cuba,Sanjur,0.0,Cuba
9231,República Dominicana,Sanjur,0.0,Dominicana
9230,Puerto Rico,Sanjur,0.0,Puerto Rico
9928,México,Santacruz,0.0,Mexico
9926,Guatemala,Santacruz,0.0,Guatemala
9925,El Salvador,Santacruz,0.0,El Salvador
9927,Honduras,Santacruz,0.0,Honduras
9929,Nicaragua,Santacruz,0.0,Nicaragua
9922,Costa Rica,Santacruz,0.0,Costa Rica
9930,Panamá,Santacruz,0.0,Panama
9921,Colombia,Santacruz,0.0,Colombia
9936,Venezuela,Santacruz,0.0,Venezuela
9924,Ecuador,Santacruz,0.0,Ecuador
9932,Perú,Santacruz,0.0,Peru
9919,Bolivia,Santacruz,0.0,Bolivia
9920,Chile,Santacruz,0.0,Chile
9918,Argentina,Santacruz,0.0,Argentina
9931,Paraguay,Santacruz,0.05660377358490567,Paraguay
